timestamp,hour,dayofweek,is_weekend,co2_lag1,co2_lag2,co2_lag3,co2_lag24,co2_roll3,co2_roll6,temperature_c,humidity_pct,occupancy_count,target,y
2025-06-05 00:00:00,0,3,0,785.0,857.7,944.8,701.4,862.5,996.0,25.65,84.8,0,719.7,662.8
2025-06-05 01:00:00,1,3,0,719.7,785.0,857.7,651.3,787.4666666666667,916.8333333333334,25.36,87.8,0,662.8,620.0
2025-06-05 02:00:00,2,3,0,662.8,719.7,785.0,621.0,722.5,838.5500000000001,25.52,86.2,0,620.0,585.7
2025-06-05 03:00:00,3,3,0,620.0,662.8,719.7,578.5,667.5,765.0,25.48,82.8,0,585.7,555.9
2025-06-05 04:00:00,4,3,0,585.7,620.0,662.8,559.0,622.8333333333334,705.15,25.28,82.3,0,555.9,534.6
2025-06-05 05:00:00,5,3,0,555.9,585.7,620.0,528.4,587.1999999999999,654.85,25.52,83.5,0,534.6,510.8
2025-06-05 06:00:00,6,3,0,534.6,555.9,585.7,504.3,558.7333333333333,613.1166666666667,25.71,84.6,0,510.8,492.2
2025-06-05 07:00:00,7,3,0,510.8,534.6,555.9,495.4,533.7666666666667,578.3000000000001,25.95,85.5,0,492.2,566.1
2025-06-05 08:00:00,8,3,0,492.2,510.8,534.6,572.0,512.5333333333334,549.8666666666667,26.41,83.0,14,566.1,680.8
2025-06-05 09:00:00,9,3,0,566.1,492.2,510.8,676.4,523.0333333333333,540.8833333333333,26.9,83.0,22,680.8,811.3
2025-06-05 10:00:00,10,3,0,680.8,566.1,492.2,790.8,579.6999999999999,556.7333333333333,27.52,83.1,29,811.3,930.6
2025-06-05 11:00:00,11,3,0,811.3,680.8,566.1,917.7,686.0666666666666,599.3,28.44,82.0,34,930.6,1024.1
2025-06-05 12:00:00,12,3,0,930.6,811.3,680.8,1029.9,807.5666666666666,665.3000000000001,28.61,82.1,37,1024.1,1112.9
2025-06-05 13:00:00,13,3,0,1024.1,930.6,811.3,1118.0,922.0,750.8499999999999,28.91,83.2,39,1112.9,1173.0
2025-06-05 14:00:00,14,3,0,1112.9,1024.1,930.6,1169.3,1022.5333333333334,854.3000000000001,29.1,81.4,40,1173.0,1220.0
2025-06-05 15:00:00,15,3,0,1173.0,1112.9,1024.1,1215.0,1103.3333333333333,955.4499999999999,29.25,81.1,39,1220.0,1224.7
2025-06-05 16:00:00,16,3,0,1220.0,1173.0,1112.9,1223.6,1168.6333333333334,1045.3166666666668,29.19,81.7,37,1224.7,1204.3
2025-06-05 17:00:00,17,3,0,1224.7,1220.0,1173.0,1215.6,1205.8999999999999,1114.2166666666667,28.94,83.1,34,1204.3,1179.8
2025-06-05 18:00:00,18,3,0,1204.3,1224.7,1220.0,1194.7,1216.3333333333333,1159.8333333333333,28.61,81.0,29,1179.8,1142.8
2025-06-05 19:00:00,19,3,0,1179.8,1204.3,1224.7,1132.5,1202.9333333333332,1185.7833333333335,27.79,82.7,22,1142.8,1058.7
2025-06-05 20:00:00,20,3,0,1142.8,1179.8,1204.3,1061.3,1175.6333333333332,1190.7666666666667,27.48,83.2,14,1058.7,936.3
2025-06-05 21:00:00,21,3,0,1058.7,1142.8,1179.8,944.8,1127.1,1171.7166666666665,26.85,83.5,0,936.3,844.9
2025-06-05 22:00:00,22,3,0,936.3,1058.7,1142.8,857.7,1045.9333333333334,1124.4333333333332,26.35,84.5,0,844.9,762.9
2025-06-05 23:00:00,23,3,0,844.9,936.3,1058.7,785.0,946.6333333333333,1061.1333333333334,26.05,84.5,0,762.9,701.9
2025-06-06 00:00:00,0,4,0,762.9,844.9,936.3,719.7,848.0333333333333,987.5666666666666,25.49,86.5,0,701.9,663.2
2025-06-06 01:00:00,1,4,0,701.9,762.9,844.9,662.8,769.9,907.9166666666666,25.41,86.5,0,663.2,618.1
2025-06-06 02:00:00,2,4,0,663.2,701.9,762.9,620.0,709.3333333333334,827.9833333333335,25.38,84.0,0,618.1,585.0
2025-06-06 03:00:00,3,4,0,618.1,663.2,701.9,585.7,661.0666666666667,754.5500000000001,25.39,84.6,0,585.0,556.3
2025-06-06 04:00:00,4,4,0,585.0,618.1,663.2,555.9,622.1,696.0,25.26,84.7,0,556.3,531.2
2025-06-06 05:00:00,5,4,0,556.3,585.0,618.1,534.6,586.4666666666666,647.9,25.6,83.2,0,531.2,518.8
2025-06-06 06:00:00,6,4,0,531.2,556.3,585.0,510.8,557.5,609.2833333333333,26.11,85.2,0,518.8,486.7
2025-06-06 07:00:00,7,4,0,518.8,531.2,556.3,492.2,535.4333333333333,578.7666666666667,26.18,81.8,0,486.7,560.8
2025-06-06 08:00:00,8,4,0,486.7,518.8,531.2,566.1,512.2333333333333,549.35,26.89,81.3,14,560.8,677.9
2025-06-06 09:00:00,9,4,0,560.8,486.7,518.8,680.8,522.1,539.8000000000001,27.39,80.9,22,677.9,808.3
2025-06-06 10:00:00,10,4,0,677.9,560.8,486.7,811.3,575.1333333333333,555.2833333333334,27.68,80.5,29,808.3,931.9
2025-06-06 11:00:00,11,4,0,808.3,677.9,560.8,930.6,682.3333333333334,597.2833333333333,28.24,79.4,34,931.9,1024.7
2025-06-06 12:00:00,12,4,0,931.9,808.3,677.9,1024.1,806.0333333333333,664.0666666666667,28.46,80.4,37,1024.7,1115.4
2025-06-06 13:00:00,13,4,0,1024.7,931.9,808.3,1112.9,921.6333333333332,748.3833333333333,28.41,79.4,39,1115.4,1174.3
2025-06-06 14:00:00,14,4,0,1115.4,1024.7,931.9,1173.0,1024.0,853.1666666666666,29.18,79.5,40,1174.3,1206.4
2025-06-06 15:00:00,15,4,0,1174.3,1115.4,1024.7,1220.0,1104.8,955.4166666666666,29.06,80.0,39,1206.4,1219.7
2025-06-06 16:00:00,16,4,0,1206.4,1174.3,1115.4,1224.7,1165.3666666666666,1043.5,29.26,78.9,37,1219.7,1210.1
2025-06-06 17:00:00,17,4,0,1219.7,1206.4,1174.3,1204.3,1200.1333333333332,1112.0666666666668,29.03,80.7,34,1210.1,1184.6
2025-06-06 18:00:00,18,4,0,1210.1,1219.7,1206.4,1179.8,1212.0666666666666,1158.4333333333332,29.0,81.1,29,1184.6,1137.2
2025-06-06 19:00:00,19,4,0,1184.6,1210.1,1219.7,1142.8,1204.8,1185.0833333333333,28.14,82.3,22,1137.2,1061.2
2025-06-06 20:00:00,20,4,0,1137.2,1184.6,1210.1,1058.7,1177.3,1188.7166666666667,28.0,84.5,14,1061.2,936.4
2025-06-06 21:00:00,21,4,0,1061.2,1137.2,1184.6,936.3,1127.6666666666667,1169.8666666666666,27.27,86.0,0,936.4,835.9
2025-06-06 22:00:00,22,4,0,936.4,1061.2,1137.2,844.9,1044.9333333333332,1124.8666666666666,26.67,84.8,0,835.9,758.6
2025-06-06 23:00:00,23,4,0,835.9,936.4,1061.2,762.9,944.5,1060.8999999999999,26.45,83.7,0,758.6,702.9
2025-06-07 00:00:00,0,5,1,758.6,835.9,936.4,701.9,843.6333333333333,985.6500000000001,25.96,87.0,0,702.9,667.9
2025-06-07 01:00:00,1,5,1,702.9,758.6,835.9,663.2,765.7999999999998,905.3666666666667,25.39,85.9,0,667.9,619.1
2025-06-07 02:00:00,2,5,1,667.9,702.9,758.6,618.1,709.8000000000001,827.15,25.23,85.4,0,619.1,585.2
2025-06-07 03:00:00,3,5,1,619.1,667.9,702.9,585.0,663.3000000000001,753.4666666666667,25.44,85.1,0,585.2,548.6
2025-06-07 04:00:00,4,5,1,585.2,619.1,667.9,556.3,624.0666666666667,694.9333333333334,25.39,85.1,0,548.6,520.8
2025-06-07 05:00:00,5,5,1,548.6,585.2,619.1,531.2,584.3000000000001,647.0500000000001,25.1,85.4,0,520.8,506.9
2025-06-07 06:00:00,6,5,1,520.8,548.6,585.2,518.8,551.5333333333333,607.4166666666666,25.4,85.9,0,506.9,476.9
2025-06-07 07:00:00,7,5,1,506.9,520.8,548.6,486.7,525.4333333333333,574.75,25.87,85.8,0,476.9,469.7
2025-06-07 08:00:00,8,5,1,476.9,506.9,520.8,560.8,501.5333333333333,542.9166666666666,26.9,85.9,0,469.7,524.1
2025-06-07 09:00:00,9,5,1,469.7,476.9,506.9,677.9,484.5,518.0166666666667,27.66,83.3,10,524.1,608.4
2025-06-07 10:00:00,10,5,1,524.1,469.7,476.9,808.3,490.2333333333333,507.8333333333333,28.12,82.8,16,608.4,684.5
2025-06-07 11:00:00,11,5,1,608.4,524.1,469.7,931.9,534.0666666666666,517.8,28.5,82.4,19,684.5,733.7
2025-06-07 12:00:00,12,5,1,684.5,608.4,524.1,1024.7,605.6666666666666,545.0833333333334,28.66,82.1,20,733.7,770.2
2025-06-07 13:00:00,13,5,1,733.7,684.5,608.4,1115.4,675.5333333333333,582.8833333333333,29.14,79.9,19,770.2,768.9
2025-06-07 14:00:00,14,5,1,770.2,733.7,684.5,1174.3,729.4666666666667,631.7666666666667,29.27,81.0,16,768.9,747.7
2025-06-07 15:00:00,15,5,1,768.9,770.2,733.7,1206.4,757.6,681.6333333333333,29.16,81.1,10,747.7,683.5
2025-06-07 16:00:00,16,5,1,747.7,768.9,770.2,1219.7,762.2666666666668,718.9,28.8,81.7,0,683.5,634.8
2025-06-07 17:00:00,17,5,1,683.5,747.7,768.9,1210.1,733.3666666666667,731.4166666666666,28.76,81.5,0,634.8,600.8
2025-06-07 18:00:00,18,5,1,634.8,683.5,747.7,1184.6,688.6666666666666,723.1333333333333,28.72,83.4,0,600.8,568.3
2025-06-07 19:00:00,19,5,1,600.8,634.8,683.5,1137.2,639.6999999999999,700.9833333333332,28.28,81.8,0,568.3,533.5
2025-06-07 20:00:00,20,5,1,568.3,600.8,634.8,1061.2,601.3,667.3333333333334,28.1,80.7,0,533.5,516.1
2025-06-07 21:00:00,21,5,1,533.5,568.3,600.8,936.4,567.5333333333333,628.1,27.74,82.8,0,516.1,499.4
2025-06-07 22:00:00,22,5,1,516.1,533.5,568.3,835.9,539.3000000000001,589.4999999999999,27.17,80.9,0,499.4,486.3
2025-06-07 23:00:00,23,5,1,499.4,516.1,533.5,758.6,516.3333333333334,558.8166666666667,26.28,83.3,0,486.3,481.1
2025-06-08 00:00:00,0,6,1,486.3,499.4,516.1,702.9,500.59999999999997,534.0666666666667,25.66,83.4,0,481.1,468.1
2025-06-08 01:00:00,1,6,1,481.1,486.3,499.4,667.9,488.93333333333334,514.1166666666667,25.28,83.4,0,468.1,462.5
2025-06-08 02:00:00,2,6,1,468.1,481.1,486.3,619.1,478.5,497.4166666666667,25.58,82.6,0,462.5,454.2
2025-06-08 03:00:00,3,6,1,462.5,468.1,481.1,585.2,470.56666666666666,485.5833333333333,25.22,83.5,0,454.2,453.4
2025-06-08 04:00:00,4,6,1,454.2,462.5,468.1,548.6,461.59999999999997,475.2666666666667,25.08,80.6,0,453.4,446.4
2025-06-08 05:00:00,5,6,1,453.4,454.2,462.5,520.8,456.7,467.59999999999997,25.3,79.1,0,446.4,440.4
2025-06-08 06:00:00,6,6,1,446.4,453.4,454.2,506.9,451.3333333333333,460.95,25.71,79.0,0,440.4,438.0
2025-06-08 07:00:00,7,6,1,440.4,446.4,453.4,476.9,446.7333333333333,454.1666666666667,26.05,81.2,0,438.0,433.6
2025-06-08 08:00:00,8,6,1,438.0,440.4,446.4,469.7,441.59999999999997,449.15000000000003,26.81,82.1,0,433.6,424.6
2025-06-08 09:00:00,9,6,1,433.6,438.0,440.4,524.1,437.3333333333333,444.3333333333333,27.49,79.8,0,424.6,419.1
2025-06-08 10:00:00,10,6,1,424.6,433.6,438.0,608.4,432.06666666666666,439.40000000000003,27.88,81.0,0,419.1,440.9
2025-06-08 11:00:00,11,6,1,419.1,424.6,433.6,684.5,425.7666666666667,433.6833333333334,28.35,77.5,0,440.9,430.0
2025-06-08 12:00:00,12,6,1,440.9,419.1,424.6,733.7,428.2,432.76666666666665,28.76,74.6,0,430.0,427.9
2025-06-08 13:00:00,13,6,1,430.0,440.9,419.1,770.2,430.0,431.0333333333333,29.03,73.0,0,427.9,425.6
2025-06-08 14:00:00,14,6,1,427.9,430.0,440.9,768.9,432.93333333333334,429.34999999999997,28.97,75.7,0,425.6,420.1
2025-06-08 15:00:00,15,6,1,425.6,427.9,430.0,747.7,427.8333333333333,428.01666666666665,29.22,73.5,0,420.1,423.8
2025-06-08 16:00:00,16,6,1,420.1,425.6,427.9,683.5,424.5333333333333,427.2666666666667,29.16,73.2,0,423.8,421.2
2025-06-08 17:00:00,17,6,1,423.8,420.1,425.6,634.8,423.1666666666667,428.04999999999995,28.8,75.3,0,421.2,415.6
2025-06-08 18:00:00,18,6,1,421.2,423.8,420.1,600.8,421.7,424.7666666666667,28.57,75.2,0,415.6,423.1
2025-06-08 19:00:00,19,6,1,415.6,421.2,423.8,568.3,420.2,422.36666666666673,28.65,78.4,0,423.1,420.2
2025-06-08 20:00:00,20,6,1,423.1,415.6,421.2,533.5,419.9666666666667,421.56666666666666,27.81,81.8,0,420.2,423.7
2025-06-08 21:00:00,21,6,1,420.2,423.1,415.6,516.1,419.6333333333334,420.6666666666667,27.41,80.9,0,423.7,428.7
2025-06-08 22:00:00,22,6,1,423.7,420.2,423.1,499.4,422.3333333333333,421.26666666666665,26.9,80.8,0,428.7,430.7
2025-06-08 23:00:00,23,6,1,428.7,423.7,420.2,486.3,424.2,422.0833333333333,26.2,82.8,0,430.7,419.3
2025-06-09 00:00:00,0,0,0,430.7,428.7,423.7,481.1,427.7,423.6666666666667,25.84,84.1,0,419.3,419.3
2025-06-09 01:00:00,1,0,0,419.3,430.7,428.7,468.1,426.23333333333335,424.2833333333333,25.19,83.6,0,419.3,424.7
2025-06-09 02:00:00,2,0,0,419.3,419.3,430.7,462.5,423.09999999999997,423.65000000000003,25.02,86.3,0,424.7,418.8
2025-06-09 03:00:00,3,0,0,424.7,419.3,419.3,454.2,421.09999999999997,424.40000000000003,24.98,86.3,0,418.8,415.8
2025-06-09 04:00:00,4,0,0,418.8,424.7,419.3,453.4,420.9333333333334,423.5833333333333,25.44,84.4,0,415.8,420.0
2025-06-09 05:00:00,5,0,0,415.8,418.8,424.7,446.4,419.76666666666665,421.43333333333334,25.63,84.4,0,420.0,419.4
2025-06-09 06:00:00,6,0,0,420.0,415.8,418.8,440.4,418.2,419.6499999999999,25.89,82.6,0,419.4,430.0
2025-06-09 07:00:00,7,0,0,419.4,420.0,415.8,438.0,418.40000000000003,419.6666666666667,26.34,81.3,0,430.0,521.9
2025-06-09 08:00:00,8,0,0,430.0,419.4,420.0,433.6,423.1333333333334,421.45,26.92,81.4,14,521.9,645.0
2025-06-09 09:00:00,9,0,0,521.9,430.0,419.4,424.6,457.09999999999997,437.65000000000003,27.61,80.9,22,645.0,784.1
2025-06-09 10:00:00,10,0,0,645.0,521.9,430.0,419.1,532.3,475.34999999999997,27.94,80.8,29,784.1,904.6
2025-06-09 11:00:00,11,0,0,784.1,645.0,521.9,440.9,650.3333333333334,536.7333333333333,27.9,80.9,34,904.6,1001.7
2025-06-09 12:00:00,12,0,0,904.6,784.1,645.0,430.0,777.9,617.5,28.51,81.3,37,1001.7,1099.9
2025-06-09 13:00:00,13,0,0,1001.7,904.6,784.1,427.9,896.8000000000001,714.5500000000001,28.79,80.3,39,1099.9,1163.1
2025-06-09 14:00:00,14,0,0,1099.9,1001.7,904.6,425.6,1002.0666666666667,826.2000000000002,29.24,80.5,40,1163.1,1205.2
2025-06-09 15:00:00,15,0,0,1163.1,1099.9,1001.7,420.1,1088.2333333333333,933.0666666666667,29.23,79.0,39,1205.2,1221.4
2025-06-09 16:00:00,16,0,0,1205.2,1163.1,1099.9,423.8,1156.0666666666666,1026.4333333333332,28.93,79.5,37,1221.4,1201.6
2025-06-09 17:00:00,17,0,0,1221.4,1205.2,1163.1,421.2,1196.5666666666666,1099.3166666666668,29.19,79.1,34,1201.6,1168.9
2025-06-09 18:00:00,18,0,0,1201.6,1221.4,1205.2,415.6,1209.3999999999999,1148.8166666666666,28.67,82.4,29,1168.9,1134.3
2025-06-09 19:00:00,19,0,0,1168.9,1201.6,1221.4,423.1,1197.3000000000002,1176.6833333333334,28.44,84.8,22,1134.3,1064.3
2025-06-09 20:00:00,20,0,0,1134.3,1168.9,1201.6,420.2,1168.2666666666667,1182.4166666666667,28.11,84.3,14,1064.3,943.0
2025-06-09 21:00:00,21,0,0,1064.3,1134.3,1168.9,423.7,1122.5,1165.95,27.48,82.5,0,943.0,845.1
2025-06-09 22:00:00,22,0,0,943.0,1064.3,1134.3,428.7,1047.2,1122.25,27.0,83.1,0,845.1,767.1
2025-06-09 23:00:00,23,0,0,845.1,943.0,1064.3,430.7,950.8000000000001,1059.5333333333333,26.37,82.9,0,767.1,697.6
2025-06-10 00:00:00,0,1,0,767.1,845.1,943.0,419.3,851.7333333333332,987.1166666666668,26.2,81.5,0,697.6,654.4
2025-06-10 01:00:00,1,1,0,697.6,767.1,845.1,419.3,769.9333333333334,908.5666666666666,26.01,82.3,0,654.4,618.7
2025-06-10 02:00:00,2,1,0,654.4,697.6,767.1,424.7,706.3666666666668,828.5833333333334,25.32,81.0,0,618.7,586.8
2025-06-10 03:00:00,3,1,0,618.7,654.4,697.6,418.8,656.9,754.3166666666667,25.23,82.7,0,586.8,560.1
2025-06-10 04:00:00,4,1,0,586.8,618.7,654.4,415.8,619.9666666666666,694.9500000000002,25.28,83.3,0,560.1,532.3
2025-06-10 05:00:00,5,1,0,560.1,586.8,618.7,420.0,588.5333333333333,647.4499999999999,25.92,80.5,0,532.3,516.6
2025-06-10 06:00:00,6,1,0,532.3,560.1,586.8,419.4,559.7333333333332,608.3166666666667,25.94,82.3,0,516.6,503.2
2025-06-10 07:00:00,7,1,0,516.6,532.3,560.1,430.0,536.3333333333334,578.15,26.38,82.4,0,503.2,576.0
2025-06-10 08:00:00,8,1,0,503.2,516.6,532.3,521.9,517.3666666666667,552.9499999999999,26.34,82.2,14,576.0,685.7
2025-06-10 09:00:00,9,1,0,576.0,503.2,516.6,645.0,531.9333333333334,545.8333333333334,27.17,81.0,22,685.7,811.8
2025-06-10 10:00:00,10,1,0,685.7,576.0,503.2,784.1,588.3000000000001,562.3166666666667,27.41,81.9,29,811.8,929.7
2025-06-10 11:00:00,11,1,0,811.8,685.7,576.0,904.6,691.1666666666666,604.2666666666668,28.32,83.4,34,929.7,1031.9
2025-06-10 12:00:00,12,1,0,929.7,811.8,685.7,1001.7,809.0666666666667,670.5,28.61,80.5,37,1031.9,1108.6
2025-06-10 13:00:00,13,1,0,1031.9,929.7,811.8,1099.9,924.4666666666668,756.3833333333333,28.74,77.9,39,1108.6,1167.9
2025-06-10 14:00:00,14,1,0,1108.6,1031.9,929.7,1163.1,1023.4000000000001,857.2833333333334,29.09,78.6,40,1167.9,1202.9
2025-06-10 15:00:00,15,1,0,1167.9,1108.6,1031.9,1205.2,1102.8,955.9333333333334,29.47,78.1,39,1202.9,1215.3
2025-06-10 16:00:00,16,1,0,1202.9,1167.9,1108.6,1221.4,1159.8,1042.1333333333332,29.47,78.5,37,1215.3,1206.8
2025-06-10 17:00:00,17,1,0,1215.3,1202.9,1167.9,1201.6,1195.3666666666668,1109.3833333333334,29.17,79.8,34,1206.8,1171.3
2025-06-10 18:00:00,18,1,0,1206.8,1215.3,1202.9,1168.9,1208.3333333333335,1155.5666666666668,29.01,80.0,29,1171.3,1126.3
2025-06-10 19:00:00,19,1,0,1171.3,1206.8,1215.3,1134.3,1197.8000000000002,1178.8,28.62,80.7,22,1126.3,1061.9
2025-06-10 20:00:00,20,1,0,1126.3,1171.3,1206.8,1064.3,1168.1333333333334,1181.75,28.11,82.1,14,1061.9,940.2
2025-06-10 21:00:00,21,1,0,1061.9,1126.3,1171.3,943.0,1119.8333333333335,1164.0833333333333,27.42,83.5,0,940.2,841.4
2025-06-10 22:00:00,22,1,0,940.2,1061.9,1126.3,845.1,1042.8000000000002,1120.3,26.38,83.7,0,841.4,762.2
2025-06-10 23:00:00,23,1,0,841.4,940.2,1061.9,767.1,947.8333333333335,1057.9833333333333,26.08,83.9,0,762.2,707.3
2025-06-11 00:00:00,0,2,0,762.2,841.4,940.2,697.6,847.9333333333334,983.8833333333333,25.47,83.8,0,707.3,649.1
2025-06-11 01:00:00,1,2,0,707.3,762.2,841.4,654.4,770.3000000000001,906.5500000000001,25.41,80.8,0,649.1,607.3
2025-06-11 02:00:00,2,2,0,649.1,707.3,762.2,618.7,706.2000000000002,827.0166666666665,25.34,81.6,0,607.3,570.4
2025-06-11 03:00:00,3,2,0,607.3,649.1,707.3,586.8,654.5666666666667,751.25,25.31,82.6,0,570.4,540.3
2025-06-11 04:00:00,4,2,0,570.4,607.3,649.1,560.1,608.9333333333334,689.6166666666667,25.37,82.5,0,540.3,524.0
2025-06-11 05:00:00,5,2,0,540.3,570.4,607.3,532.3,572.6666666666666,639.4333333333333,25.9,80.9,0,524.0,495.3
