timestamp,node_id,location_name,location_type,building,floor,pm2_5,pm10,co2,co,no2,voc,temperature_c,humidity_pct,occupancy_count
2025-06-04 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.64,27.93,701.4,0.585,9.82,61.5,25.52,86.1,0
2025-06-04 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.02,26.65,651.3,0.625,13.66,59.5,25.41,85.1,0
2025-06-04 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.14,26.39,621.0,0.378,11.28,45.3,25.36,85.2,0
2025-06-04 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.81,27.82,578.5,0.676,8.48,49.9,25.6,82.2,0
2025-06-04 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.5,26.29,559.0,0.389,8.82,53.2,25.66,81.3,0
2025-06-04 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.44,29.36,528.4,0.357,11.31,36.0,26.0,83.9,0
2025-06-04 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.92,26.53,504.3,0.656,13.28,52.5,26.51,83.5,0
2025-06-04 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.1,25.55,495.4,1.01,14.28,50.5,26.61,81.1,0
2025-06-04 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,24.68,32.92,572.0,0.974,15.26,80.1,27.03,80.3,14
2025-06-04 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,25.57,34.27,676.4,0.657,16.18,62.2,27.35,81.2,22
2025-06-04 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,25.12,36.9,790.8,0.452,11.39,77.4,27.38,79.6,29
2025-06-04 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.19,33.99,917.7,0.214,11.81,58.7,27.93,81.2,34
2025-06-04 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,24.36,34.31,1029.9,0.375,10.43,50.9,28.52,80.2,37
2025-06-04 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.37,29.39,1118.0,0.738,10.88,46.9,29.32,79.5,39
2025-06-04 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.37,27.99,1169.3,0.656,10.8,52.6,29.43,79.5,40
2025-06-04 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.28,29.35,1215.0,0.53,10.47,34.1,29.45,77.5,39
2025-06-04 16:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.78,31.04,1223.6,0.572,12.16,68.6,29.54,76.7,37
2025-06-04 17:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.93,30.44,1215.6,0.745,11.38,71.6,29.15,78.1,34
2025-06-04 18:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.07,33.86,1194.7,0.929,11.01,61.4,28.61,78.1,29
2025-06-04 19:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,24.93,34.71,1132.5,0.705,8.76,69.0,28.51,78.7,22
2025-06-04 20:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.07,31.72,1061.3,0.538,10.18,30.0,27.76,80.2,14
2025-06-04 21:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.38,32.02,944.8,0.1,10.0,52.2,27.12,82.6,0
2025-06-04 22:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.81,24.23,857.7,0.363,9.88,73.3,26.83,82.5,0
2025-06-04 23:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.68,25.9,785.0,0.621,8.97,61.7,26.32,85.1,0
2025-06-05 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.18,24.5,719.7,0.534,10.47,38.0,25.65,84.8,0
2025-06-05 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.58,25.84,662.8,0.308,12.72,46.7,25.36,87.8,0
2025-06-05 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.01,27.53,620.0,0.179,12.75,59.5,25.52,86.2,0
2025-06-05 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.24,26.49,585.7,0.267,13.05,81.5,25.48,82.8,0
2025-06-05 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.26,25.8,555.9,0.307,10.75,69.3,25.28,82.3,0
2025-06-05 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.37,25.41,534.6,0.421,13.79,73.4,25.52,83.5,0
2025-06-05 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.96,25.64,510.8,0.763,14.12,62.2,25.71,84.6,0
2025-06-05 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.73,28.79,492.2,0.987,14.54,59.8,25.95,85.5,0
2025-06-05 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.03,26.63,566.1,0.803,12.61,41.7,26.41,83.0,14
2025-06-05 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.33,28.66,680.8,0.687,10.91,38.0,26.9,83.0,22
2025-06-05 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.63,26.81,811.3,0.22,10.37,75.8,27.52,83.1,29
2025-06-05 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.64,27.47,930.6,0.255,10.37,44.5,28.44,82.0,34
2025-06-05 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.29,25.56,1024.1,0.268,9.55,44.1,28.61,82.1,37
2025-06-05 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.25,25.72,1112.9,0.42,10.53,54.8,28.91,83.2,39
2025-06-05 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.22,28.57,1173.0,0.515,10.26,30.0,29.1,81.4,40
2025-06-05 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.97,27.21,1220.0,0.394,10.19,57.2,29.25,81.1,39
2025-06-05 16:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.93,27.79,1224.7,0.51,11.52,94.7,29.19,81.7,37
2025-06-05 17:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.0,28.17,1204.3,0.724,13.81,77.8,28.94,83.1,34
2025-06-05 18:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.84,34.76,1179.8,0.76,13.63,52.5,28.61,81.0,29
2025-06-05 19:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,24.08,33.55,1142.8,0.822,12.1,35.5,27.79,82.7,22
2025-06-05 20:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,20.72,28.69,1058.7,0.455,8.57,46.0,27.48,83.2,14
2025-06-05 21:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.98,28.69,936.3,0.531,12.46,36.2,26.85,83.5,0
2025-06-05 22:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.67,28.45,844.9,0.564,10.01,59.2,26.35,84.5,0
2025-06-05 23:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.84,22.69,762.9,0.553,10.58,64.3,26.05,84.5,0
2025-06-06 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.97,30.96,701.9,0.327,8.04,59.4,25.49,86.5,0
2025-06-06 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.02,27.85,663.2,0.392,8.32,69.5,25.41,86.5,0
2025-06-06 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.2,21.66,618.1,0.211,10.06,58.1,25.38,84.0,0
2025-06-06 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.22,19.39,585.0,0.112,10.75,78.8,25.39,84.6,0
2025-06-06 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,13.59,19.39,556.3,0.428,12.26,69.7,25.26,84.7,0
2025-06-06 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,13.21,20.7,531.2,0.333,10.44,63.8,25.6,83.2,0
2025-06-06 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.98,31.31,518.8,0.63,10.79,61.0,26.11,85.2,0
2025-06-06 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.44,31.93,486.7,1.107,12.23,82.9,26.18,81.8,0
2025-06-06 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,20.76,28.47,560.8,1.015,14.14,75.4,26.89,81.3,14
2025-06-06 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.89,25.93,677.9,0.713,11.67,75.4,27.39,80.9,22
2025-06-06 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.97,32.72,808.3,0.569,9.5,68.5,27.68,80.5,29
2025-06-06 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.26,31.33,931.9,0.375,8.8,77.7,28.24,79.4,34
2025-06-06 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.28,31.24,1024.7,0.332,9.73,83.8,28.46,80.4,37
2025-06-06 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.37,32.57,1115.4,0.15,10.68,68.6,28.41,79.4,39
2025-06-06 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.13,30.18,1174.3,0.402,10.45,59.5,29.18,79.5,40
2025-06-06 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,20.24,26.76,1206.4,0.736,12.78,62.3,29.06,80.0,39
2025-06-06 16:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.08,28.82,1219.7,0.873,13.23,62.1,29.26,78.9,37
2025-06-06 17:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.16,28.17,1210.1,0.829,13.18,41.0,29.03,80.7,34
2025-06-06 18:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.68,30.4,1184.6,0.931,13.06,52.2,29.0,81.1,29
2025-06-06 19:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.04,28.97,1137.2,0.923,11.89,74.6,28.14,82.3,22
2025-06-06 20:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.24,27.09,1061.2,0.822,10.38,47.5,28.0,84.5,14
2025-06-06 21:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.94,20.92,936.4,0.578,10.24,41.1,27.27,86.0,0
2025-06-06 22:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.97,20.02,835.9,0.698,8.82,69.5,26.67,84.8,0
2025-06-06 23:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.56,23.14,758.6,0.615,10.78,57.0,26.45,83.7,0
2025-06-07 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.17,19.69,702.9,0.208,9.5,64.7,25.96,87.0,0
2025-06-07 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.11,22.43,667.9,0.199,11.47,56.8,25.39,85.9,0
2025-06-07 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.3,19.46,619.1,0.61,11.3,54.0,25.23,85.4,0
2025-06-07 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.31,20.02,585.2,0.423,13.42,43.6,25.44,85.1,0
2025-06-07 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,12.84,17.6,548.6,0.428,10.02,71.2,25.39,85.1,0
2025-06-07 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.78,21.59,520.8,0.405,10.25,77.0,25.1,85.4,0
2025-06-07 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.65,26.01,506.9,0.623,9.03,63.1,25.4,85.9,0
2025-06-07 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.44,23.18,476.9,0.651,10.37,63.3,25.87,85.8,0
2025-06-07 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.38,24.87,469.7,0.632,8.81,73.6,26.9,85.9,0
2025-06-07 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.18,25.26,524.1,0.517,9.76,58.6,27.66,83.3,10
2025-06-07 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.59,25.09,608.4,0.315,11.92,44.5,28.12,82.8,16
2025-06-07 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.9,21.81,684.5,0.369,11.84,61.5,28.5,82.4,19
2025-06-07 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.75,25.13,733.7,0.265,10.37,47.7,28.66,82.1,20
2025-06-07 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.94,24.7,770.2,0.35,10.09,30.0,29.14,79.9,19
2025-06-07 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.58,23.32,768.9,0.289,11.52,46.7,29.27,81.0,16
2025-06-07 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.86,26.35,747.7,0.478,11.77,54.9,29.16,81.1,10
2025-06-07 16:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.78,27.1,683.5,0.389,11.15,50.0,28.8,81.7,0
2025-06-07 17:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,20.2,30.91,634.8,0.267,12.78,38.8,28.76,81.5,0
2025-06-07 18:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.37,27.24,600.8,0.703,14.67,56.4,28.72,83.4,0
2025-06-07 19:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.03,24.49,568.3,0.46,11.84,44.1,28.28,81.8,0
2025-06-07 20:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.53,22.43,533.5,0.279,12.19,46.9,28.1,80.7,0
2025-06-07 21:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.64,21.05,516.1,0.275,11.42,61.5,27.74,82.8,0
2025-06-07 22:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.25,20.92,499.4,0.318,9.56,48.8,27.17,80.9,0
2025-06-07 23:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.68,26.47,486.3,0.181,11.53,53.2,26.28,83.3,0
2025-06-08 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.2,22.55,481.1,0.226,10.18,66.2,25.66,83.4,0
2025-06-08 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.36,22.44,468.1,0.388,11.25,59.5,25.28,83.4,0
2025-06-08 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.24,25.48,462.5,0.404,10.81,85.4,25.58,82.6,0
2025-06-08 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.36,22.19,454.2,0.268,11.17,63.7,25.22,83.5,0
2025-06-08 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.01,24.1,453.4,0.1,11.89,71.5,25.08,80.6,0
2025-06-08 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.68,17.38,446.4,0.175,11.44,53.2,25.3,79.1,0
2025-06-08 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.84,22.6,440.4,0.489,9.97,44.2,25.71,79.0,0
2025-06-08 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.02,27.59,438.0,0.369,11.97,45.4,26.05,81.2,0
2025-06-08 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.28,26.8,433.6,0.579,10.54,53.1,26.81,82.1,0
2025-06-08 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.24,24.55,424.6,0.312,11.09,77.0,27.49,79.8,0
2025-06-08 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.26,19.87,419.1,0.233,12.11,75.5,27.88,81.0,0
2025-06-08 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.99,19.44,440.9,0.431,10.5,93.2,28.35,77.5,0
2025-06-08 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.98,20.25,430.0,0.248,7.76,72.0,28.76,74.6,0
2025-06-08 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,15.54,20.81,427.9,0.447,7.99,68.4,29.03,73.0,0
2025-06-08 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,12.85,16.01,425.6,0.411,9.14,67.7,28.97,75.7,0
2025-06-08 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.47,20.3,420.1,0.459,9.66,79.8,29.22,73.5,0
2025-06-08 16:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,13.46,18.25,423.8,0.853,9.92,60.8,29.16,73.2,0
2025-06-08 17:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.84,25.01,421.2,0.852,11.49,52.6,28.8,75.3,0
2025-06-08 18:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.29,22.04,415.6,0.723,11.58,40.0,28.57,75.2,0
2025-06-08 19:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.25,24.84,423.1,0.715,10.87,61.9,28.65,78.4,0
2025-06-08 20:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,18.16,26.63,420.2,0.67,8.66,63.3,27.81,81.8,0
2025-06-08 21:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.37,24.12,423.7,0.657,8.11,62.5,27.41,80.9,0
2025-06-08 22:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.73,22.3,428.7,0.65,9.54,69.5,26.9,80.8,0
2025-06-08 23:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,13.82,17.32,430.7,0.227,9.33,49.9,26.2,82.8,0
2025-06-09 00:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,12.21,16.54,419.3,0.352,11.38,70.3,25.84,84.1,0
2025-06-09 01:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,12.58,20.59,419.3,0.132,11.64,61.8,25.19,83.6,0
2025-06-09 02:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.15,20.51,424.7,0.29,10.49,76.2,25.02,86.3,0
2025-06-09 03:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,14.5,20.41,418.8,0.374,9.4,93.5,24.98,86.3,0
2025-06-09 04:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.13,24.15,415.8,0.473,8.22,102.4,25.44,84.4,0
2025-06-09 05:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,16.35,22.64,420.0,0.701,8.81,58.1,25.63,84.4,0
2025-06-09 06:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.14,26.34,419.4,0.719,10.68,53.0,25.89,82.6,0
2025-06-09 07:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,17.86,25.58,430.0,0.778,13.01,45.5,26.34,81.3,0
2025-06-09 08:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.1,32.09,521.9,0.933,13.35,48.7,26.92,81.4,14
2025-06-09 09:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.94,31.15,645.0,0.756,11.57,53.8,27.61,80.9,22
2025-06-09 10:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,20.16,29.44,784.1,0.586,10.01,86.5,27.94,80.8,29
2025-06-09 11:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,23.24,33.72,904.6,0.566,11.37,63.5,27.9,80.9,34
2025-06-09 12:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.93,30.51,1001.7,0.247,12.36,82.4,28.51,81.3,37
2025-06-09 13:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,22.67,31.26,1099.9,0.317,11.4,87.8,28.79,80.3,39
2025-06-09 14:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,19.29,25.97,1163.1,0.145,13.06,99.0,29.24,80.5,40
2025-06-09 15:00:00,N01,Room 301 (Classroom),Indoor,Main Bldg,3,21.71,32.3,1205.2,0.464,12.63,71.4,29.23,79.0,39
